,title,type,source,text,added_date
210,"Cisco buying cybersecurity firm Splunk for $28 billion, bolstering defenses as use of AI widens",Business,AP Finance,"Cisco is buying the cybersecurity firm Splunk in a $28 billion deal as it bolsters its defenses against potential security threats that may be heightened by the widening use of artificial intelligence.  The Silicon Valley tech giant will pay $157 per Splunk Inc. share.  “Our combined capabilities will drive the next generation of AI-enabled security and observability,” Cisco Chair and CEO Chuck Robbins said in a prepared statement.",2023-09-21 15:38:39.651631
211,US applications for jobless benefits fall to lowest level in nearly 8 months,Business,AP Finance,"U.S. applications for unemployment benefits fell to their lowest level in eight months last week as the labor market continues to show strength in the face of elevated interest rates.  U.S. applications for jobless claims fell by 20,000 to 201,000 for the week ending Sept. 16, the Labor Department reported Thursday.  Jobless claim applications are seen as representative of the number of layoffs in a given week.",2023-09-21 15:41:07.062384
212,Turkey’s central bank hikes interest rates again in further shift in economic policies,Business,AP Finance,"Turkey’s central bank raised its key interest rate by 5 percentage points Thursday, another large but expected hike that signals a continued push toward more traditional economic policies under President Recep Tayyip Erdogan.  The bank hiked its policy rate to 30%, saying it has kept up the “monetary tightening process” to combat rampant inflation and control price instability.  It takes Turkey into a more typical economic approach after critics blamed a series of rate cuts set by Erdogan for making a cost-of-living crisis worse.",2023-09-21 15:43:26.848858
213,US weekly jobless claims unexpectedly fall,Business,Reuters,"The number of Americans filing new claims for unemployment benefits unexpectedly fell last week, but could rebound in the weeks ahead as a partial strike by the United Auto Workers (UAW) union forces automobile manufacturers to temporarily lay off workers because of shortages of some materials.  Initial claims for state unemployment benefits dropped 20,000 to a seasonally adjusted 201,000 for the week ended Sept. 16, the Labor Department said on Thursday.  The Federal Reserve held interest rates steady on Wednesday but stiffened its hawkish stance, with a further rate increase projected by the end of the year and monetary policy to be kept significantly tighter through 2024 than previously expected.",2023-09-21 15:43:27.576907
214,Nigeria central bank postpones next week's policy meeting,World,Reuters,"Nigeria's central bank said on Thursday that it had delayed an interest rate meeting that had been planned for next week and that it would schedule a new meeting later.  In a statement on its website, the Central Bank of Nigeria did not say why the Sept. 25-26 meeting of its Monetary Policy Committee was delayed and a new date would be set later.  The postponement comes days after President Bola Tinubu nominated a new central bank governor and four new deputy governors.",2023-09-21 15:45:20.227154
215,Australia will announce A$22.1 billion budget surplus for year ended June 2023,Business,Reuters,"Australia will announce a final budget surplus of A$22.1 billion ($14.16 billion) for the year to June 2023, as strong jobs growth and bumper mining profits helped the country post the first surplus in 15 years under the Labor government.  Figures from the Treasury will show that is around 0.9% of gross domestic product, and the government will return 95% of revenue upgrades to the budget bottom line, according to excerpts reviewed by Reuters on Thursday.  Treasurer Jim Chalmers said in July that the budget surplus was likely to be a little over A$20 billion for the past financial year, up from the A$4.2 billion projected in the May budget.",2023-09-21 15:52:13.318594
216,ICC war crimes tribunal hobbled by hacking incident -sources,Business,Reuters,"The International Criminal Court is operating under strong limitations on its digital systems after a hacking incident, sources and lawyers who work at the war crimes court said on Thursday.  The ICC, based in The Hague, first disclosed a ""cybersecurity incident"" on Tuesday.",2023-09-21 15:56:34.990718
217,UPDATE 1-US House Republicans look to restart spending agenda as shutdown looms,Politics,Reuters,"A vote to open debate on an $886 billion defense appropriations bill is expected in the House of Representatives, a day after McCarthy's fractious 221-212 majority met for 2-1/2-hours seeking common ground on legislation to avert a government shutdown beginning Oct. 1.  ""We're going to be voting,"" McCarthy told reporters late on Wednesday.",2023-09-21 16:00:50.031752
218,EXCERPTS-South African central bank governor's comments on rate decision,Business,Reuters,"Below are some quotes from South African Reserve Bank Governor Lesetja Kganyago at a news conference to announce the bank's latest interest rate decision.  ""In the absence of sustained increases in energy supply, electricity prices continue to present clear inflation risks.""",2023-09-21 16:07:17.214433
219,UPDATE 1-Ukraine's Zelenskiy arrives at US Capitol to address skeptical Republicans,Politics,Reuters,"Ukrainian President Volodymyr Zelenskiy arrived at the U.S. Capitol on Thursday as Republican skeptics question whether Congress should approve a new round of aid for his country despite slow progress fighting Russian invaders.  Zelenskiy travelled to Washington after seeking to shore up international support at the United Nations, on a crosstown blitz that includes meetings with U.S. President Joe Biden and military leaders at the Pentagon and an address in the evening at the National Archives museum.  Zelenskiy will meet with leaders of the Republican-led House of Representatives and House national security committees before a private session with the full U.S. Senate.",2023-09-21 16:07:17.925251
220,US current account deficit narrows in second quarter,Business,Reuters,"The U.S. current account deficit narrowed sharply in the second quarter as surpluses on services and primary income offset a shortfall on goods, data showed on Thursday.  The current account gap represented 3.166% of gross domestic product compared to 3.234% in the first quarter.",2023-09-21 16:18:04.827432
221,"US STOCKS-Wall St set for lower open as Fed hawkishness lifts yields, growth stocks fall",Business,Reuters,"Wall Street's main indexes were poised for a weak open on Thursday as a jump in Treasury yields knocked down growth stocks after the Federal Reserve signaled that another rate hike was in the offing this year.  Rate-sensitive stocks including Tesla, Meta Platforms, Amazon.com, Alphabet, and Nvidia fell between 1.9% and 2.5% in premarket trading as the two-year and 10-year Treasury yields scaled multi-year highs.",2023-09-21 16:18:05.488687
222,Poland investigates OpenAI over privacy concerns,Business,Reuters,"A Polish watchdog is investigating Microsoft-backed OpenAI over a complaint that its ChatGPT chatbot breaks European Union data protection laws known as the GDPR, it said.  OpenAI has already faced at least its second class action lawsuit in San Francisco federal court for allegedly breaking privacy laws.  ""The case concerns the violation of many provisions on the protection of personal data, so we will ask Open AI to answer a number of questions,"" said Jan Nowak, President of Poland's Personal Data Protection Office (UODO).",2023-09-21 16:24:50.988976
